source,track,archival_status,is_in_core_corpus,replaced_by_doi,matched_archival_id,matched_archival_doi,openalex_id,title,doi,type,publication_date,publication_year,is_watchlist_candidate,watchlist_tag,resilience_paradigm,cloud_context,cited_by_count,best_pdf_url
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2062882909,Enhancing Trust Management in Cloud Environment,10.1016/j.sbspro.2014.03.682,article,2014-05-01,2014,False,,Simulation,GeneralCloud,28,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2905397108,An Agent-Based Fog Computing Architecture for Resilience on Amazon EC2 Spot Instances,10.1109/bracis.2018.00069,article,2018-10-01,2018,False,,ML,Edge,5,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4411647781,ENTERPRISE AI AT SCALE: ARCHITECTING SECURE MICROSERVICES WITH SPRING BOOT AND AWS,10.34218/ijrcait_06_01_011,article,2023-05-26,2023,False,,ML,Unknown,15,https://doi.org/10.34218/ijrcait_06_01_011
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4285201265,Federated Clouds for Efficient Multitasking in Distributed Artificial Intelligence Applications,10.1109/tcc.2022.3184157,article,2022-06-24,2022,False,,ML,MultiCloud,13,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2989398320,The interdependent networked community resilience modeling environment (IN-CORE),10.1016/j.rcns.2023.07.004,article,2023-06-01,2023,False,,Analytics,GeneralCloud,107,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2521008014,A New Cloud Computing Architecture for the Classification of Remote Sensing Data,10.1109/jstars.2016.2603120,article,2016-09-14,2016,False,,ML,GeneralCloud,61,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4411575192,AI-Driven CPU Resource Management in Cloud Operating Systems,10.4236/jcc.2025.136009,article,2025-01-01,2025,False,,ML,GeneralCloud,4,https://www.scirp.org/pdf/jcc_1733192.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2015834215,NINEPIN: Non-invasive and energy efficient performance isolation in virtualized servers,10.1109/dsn.2012.6263956,article,2012-06-01,2012,False,,ML,GeneralCloud,40,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2396001458,Enhancing Dependability of Cloud-Based IoT Services through Virtualization,10.1109/iotdi.2015.38,article,2016-04-01,2016,False,,Analytics,GeneralCloud,22,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4408897406,Building Scalable Airlines Reservation Systems: A Microservices Approach Using AI and Deep Learning for Enhanced User Experience,10.1109/icsadl65848.2025.10933362,article,2025-02-18,2025,False,,ML,Unknown,6,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4406103001,A Scalable Framework for Sensor Data Ingestion and Real-Time Processing in Cloud Manufacturing,10.3390/a18010022,article,2025-01-04,2025,False,,ML,GeneralCloud,14,https://www.mdpi.com/1999-4893/18/1/22/pdf?version=1735991448
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2592650237,Design of a Fault Tolerant Architecture for Private Cloud Computing Infrastructure,10.17485/ijst/2017/v10i4/110663,article,2017-01-24,2017,False,,Analytics,GeneralCloud,3,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4410908206,"Reliability Engineering in Cloud Computing: Strategies, Metrics, and Performance Assessment",10.15680/ijmrset.2023.0612002,article,2023-02-27,2023,False,,ML,GeneralCloud,1,https://doi.org/10.15680/ijmrset.2023.0612002
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4393865621,Fault-Tolerant Heuristic Task Scheduling Algorithm for Efficient Resource Utilization in Cloud Computing,10.1109/autocom60220.2024.10486076,article,2024-03-14,2024,False,,Simulation,GeneralCloud,6,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4402240381,Reliable information delivery and dynamic link utilization in <scp>MANET</scp> cloud using deep reinforcement learning,10.1002/ett.5028,article,2024-09-01,2024,False,,ML,Edge,16,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ett.5028
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2513581310,Modeling and analyzing cost-aware fault tolerant strategy for cloud application,10.18293/seke2016-247,article,2016-07-01,2016,False,,Analytics,GeneralCloud,3,https://doi.org/10.18293/seke2016-247
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2756432743,Minimal Fault-Tolerant Coverage of Controllers in IaaS Datacenters,10.1109/tsc.2017.2753260,article,2017-09-18,2017,False,,Analytics,GeneralCloud,14,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2041932790,ASTRO: A tool for dependability evaluation of Data Center infrastructures,10.1109/icsmc.2010.5641852,article,2010-10-01,2010,False,,Analytics,GeneralCloud,19,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4323275581,Novel IoT framework for event processing in healthcare applications,10.1016/j.measen.2023.100733,article,2023-03-05,2023,False,,ML,GeneralCloud,16,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3006863016,Investigating the Performance of Machine Learning Algorithms for Improving Fault Tolerance for Large Scale Workflow Applications in Cloud Computing,10.1109/iccike47802.2019.9004379,article,2019-12-01,2019,False,,ML,GeneralCloud,2,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4401247362,Reliability-Aware Personalized Deployment of Approximate Computation IoT Applications in Serverless Mobile Edge Computing,10.1109/tcad.2024.3437344,article,2024-08-02,2024,False,,ML,Edge,32,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4206651515,Cloud-Edge-End Intelligence for Fault-Tolerant Renewable Energy Accommodation in Smart Grid,10.1109/tcc.2021.3133540,article,2021-12-09,2021,False,,ML,Edge,16,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3038926846,An In-Depth Empirical Investigation of State-of-the-Art Scheduling Approaches for Cloud Computing,10.1109/access.2020.3007201,article,2020-01-01,2020,False,,Simulation,GeneralCloud,34,https://ieeexplore.ieee.org/ielx7/6287639/8948470/09133407.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3088108332,Dynamic Resource Provisioning for Sustainable Cloud Computing Systems in the Presence of Correlated Failures,10.1109/tsusc.2020.3025180,article,2020-09-18,2020,False,,Simulation,GeneralCloud,15,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W1014035527,FIM-SIM: Fault Injection Module for CloudSim Based on Statistical Distributions,10.26636/jtit.2014.4.1043,article,2014-12-30,2014,False,,Chaos,GeneralCloud,19,https://jtit.pl/jtit/article/download/1043/1032
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4411284926,Towards Self-Healing Cloud Infrastructure: Automated Recovery Methods and Their Effectiveness,10.37547/tajet/volume07issue06-10,article,2025-06-13,2025,False,,Formal,K8s,2,https://theamericanjournals.com/index.php/tajet/article/download/6266/5791/7855
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2992976124,To Detect Malware attacks for an Autonomic Self-Heal Approach of Virtual Machines in Cloud Computing,10.1109/iconstem.2019.8918909,article,2019-03-01,2019,False,,ML,GeneralCloud,4,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4400905293,Reliability and Trust Aware Task Scheduler for Cloud-Fog Computing Using Advantage Actor Critic (A2C) Algorithm,10.1109/access.2024.3432642,article,2024-01-01,2024,False,,ML,Edge,17,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2907815981,A Resilient Agent-Based Architecture for Efficient Usage of Transient Servers in Cloud Computing,10.1109/cloudcom2018.2018.00050,article,2018-12-01,2018,False,,ML,GeneralCloud,6,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4385482648,Reinforcement Learning for Reducing the Interruptions and Increasing Fault Tolerance in the Cloud Environment,10.3390/informatics10030064,article,2023-08-02,2023,False,,ML,GeneralCloud,1,https://www.mdpi.com/2227-9709/10/3/64/pdf?version=1690973406
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4319924621,Achieving Reliability in Cloud Computing by a Novel Hybrid Approach,10.3390/s23041965,article,2023-02-09,2023,False,,ML,GeneralCloud,20,https://www.mdpi.com/1424-8220/23/4/1965/pdf?version=1677047264
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W7124247495,A Cloud-Integrated Telecommunications Network Optimization Model for High-Performance Data Transmission Systems,10.62225/2583049x.2023.3.6.5414,article,2023-12-30,2023,False,,ML,Edge,9,https://www.multiresearchjournal.com/admin/uploads/archives/archive-1768453580.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2596292780,Cloud-Based Fault Tolerant Control for a DC Motor System,10.1155/2017/5670849,article,2017-01-01,2017,False,,Simulation,GeneralCloud,9,http://downloads.hindawi.com/journals/jcse/2017/5670849.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4404771905,Enhancing Cybersecurity in Cloud Environments Using AI-Driven Threat Detection and Response,10.59367/2420ra43,article,2024-09-22,2024,False,,ML,GeneralCloud,11,https://journal.inence.org/index.php/ijfiest/article/download/345/252
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4327729165,A Digital Twin-Based System to Manage the Energy Hub and Enhance the Electrical Grid Resiliency,10.3390/machines11030392,article,2023-03-17,2023,False,,Simulation,GeneralCloud,10,https://www.mdpi.com/2075-1702/11/3/392/pdf?version=1679043215
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4415932507,Optimization of Microgrid-Controlled Chiller Plants for Data Center Cooling in the Northeastern United States,10.32628/ijsrst229345,article,2022-05-20,2022,False,,ML,GeneralCloud,11,https://ijsrst.com/paper/14222.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4366827558,Machine Failure Prediction Using Survival Analysis,10.3390/fi15050153,article,2023-04-22,2023,False,,ML,GeneralCloud,23,https://www.mdpi.com/1999-5903/15/5/153/pdf?version=1682135617
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4410916504,Enabling AI-Driven Decision-Making through Scalable and Secure Data Infrastructure for Enterprise Transformation,10.32628/ijsrset241486,article,2024-06-26,2024,False,,ML,Serverless,10,https://www.ijsrset.com/index.php/home/article/download/IJSRSET241486/IJSRSET241486
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2910014997,SIoTFog: Byzantine-resilient IoT fog networking,10.1631/fitee.1800519,article,2018-12-01,2018,False,,Simulation,Edge,27,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W7116630902,AI Driven Predictive Vulnerability Intelligence for Cloud-Native EcosystemsAI Driven Predictive Vulnerability Intelligence for Cloud-Native Ecosystems,10.32628/cseit2342438,article,2023-03-01,2023,False,,ML,MultiCloud,7,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4408959341,Enhancing Multi-Cloud Security with Quantum-Resilient AI for Anomaly Detection,10.30574/wjarr.2022.13.3.0250,article,2022-03-30,2022,False,,ML,MultiCloud,4,https://wjarr.com/sites/default/files/WJARR-2022-0250.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4390187888,SPIRT: A Fault-Tolerant and Reliable Peer-to-Peer Serverless ML Training Architecture,10.1109/qrs60937.2023.00069,article,2023-10-22,2023,False,,ML,Serverless,5,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4402295355,A Flexible Digital Twin Framework for ATMP Production – Towards an efficient CAR T Cell Manufacturing,10.1016/j.procir.2024.08.022,article,2024-01-01,2024,False,,Simulation,Unknown,13,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3201047375,Trace-based Intelligent Fault Diagnosis for Microservices with Deep Learning,10.1109/compsac51774.2021.00121,article,2021-07-01,2021,False,,ML,Unknown,9,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3184223012,Privacy-Preserving Decision Trees Training and Prediction,10.1145/3517197,article,2022-05-19,2022,False,,ML,GeneralCloud,41,https://dl.acm.org/doi/pdf/10.1145/3517197
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2290793703,A Deep-Intelligence Framework for Online Video Processing,10.1109/ms.2016.31,article,2016-02-18,2016,False,,ML,GeneralCloud,41,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4404554466,AI-enhanced predictive maintenance systems for critical infrastructure: Cloud-native architectures approach,10.30574/wjaets.2024.13.2.0552,article,2024-11-20,2024,False,,ML,K8s,8,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4387108114,Machine learning job failure analysis and prediction model for the cloud environment,10.1016/j.hcc.2023.100165,article,2023-09-27,2023,False,,ML,GeneralCloud,19,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4403552388,Microservices Design Patterns for Cloud Architecture,10.14445/23488387/ijcse-v11i9p101,article,2024-09-30,2024,False,,Chaos,Unknown,2,https://www.internationaljournalssrg.org/../IJCSE/2024/Volume11-Issue9/IJCSE-V11I9P101.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4403937319,TELKA: Twin-Enhanced Learning for Kubernetes Applications,10.1109/iscc61673.2024.10733736,article,2024-06-26,2024,False,,Chaos,K8s,3,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2786736418,A novel task allocation for maximizing reliability considering fault-tolerant in VANET real time systems,10.1109/pimrc.2017.8292511,article,2017-10-01,2017,False,,Simulation,Edge,13,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4312660289,Microgrid Power Sharing Framework for Software Defined Networking and Cybersecurity Analysis,10.1109/access.2022.3215434,article,2022-01-01,2022,False,,Simulation,GeneralCloud,22,https://ieeexplore.ieee.org/ielx7/6287639/9668973/09923902.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4409860440,Optimizing Site Reliability Engineering with Cloud Infrastructure,10.22399/ijcesen.1983,article,2025-04-27,2025,False,,ML,K8s,3,https://www.ijcesen.com/index.php/ijcesen/article/download/1983/711
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4409137476,Edge Computing Integration with Enterprise Cloud Systems: Architectural Patterns for Distributed Intelligence,10.18535/ijecs.v12i03.4730,article,2023-03-29,2023,False,,ML,Edge,3,https://ijecs.in/index.php/ijecs/article/download/4730/4286
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4387476958,An effective fault tolerance aware scheduling using hybrid horse herd optimisation‐reptile search optimisation approach for a cloud computing environment,10.1049/ccs2.12094,article,2023-09-01,2023,False,,Analytics,GeneralCloud,4,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1049/ccs2.12094
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4387268145,OptiDJS+: A Next-Generation Enhanced Dynamic Johnson Sequencing Algorithm for Efficient Resource Scheduling in Distributed Overloading within Cloud Computing Environment,10.3390/electronics12194123,article,2023-10-02,2023,False,,ML,GeneralCloud,9,https://www.mdpi.com/2079-9292/12/19/4123/pdf?version=1696257408
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4396242103,Reliability-Aware Proactive Placement of Microservices-Based IoT Applications in Fog Computing Environments,10.1109/tmc.2024.3394486,article,2024-04-29,2024,False,,Analytics,Edge,21,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4403723628,Dynamic RL-ACO: Reinforcement Learning-based Ant Colony Optimization for Load Balancing in Cloud Networks,10.1109/icosec61587.2024.10722410,article,2024-09-18,2024,False,,ML,GeneralCloud,12,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3133972827,Reliability-Aware: Task Scheduling in Cloud Computing Using Multi-Agent Reinforcement Learning Algorithm and Neural Fitted Q,10.34028/iajit/18/1/5,article,2020-12-14,2020,False,,ML,GeneralCloud,9,https://doi.org/10.34028/iajit/18/1/5
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3211570148,Temporal-Perturbation aware Reliability Sensitivity Measurement for Adaptive Cloud Service Selection,10.1109/services51467.2021.00019,article,2021-09-01,2021,False,,Analytics,GeneralCloud,1,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4401656792,Cloud Computing Fault Tolerance,10.38124/ijisrt/ijisrt24aug519,article,2024-08-17,2024,False,,ML,Serverless,2,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4226020939,Service-Oriented Reliability Modeling and Autonomous Optimization of Reliability for Public Cloud Computing Systems,10.1109/tr.2022.3154651,article,2022-03-15,2022,False,,Analytics,GeneralCloud,23,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2097253184,Quality of Service Evaluation of SaaS Modeler (Cloudlet) running on Virtual Cloud computing Environment using CloudSim,10.5120/8484-2424,article,2012-09-25,2012,False,,Simulation,GeneralCloud,12,https://doi.org/10.5120/8484-2424
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2915745952,A Fault-Tolerant Agent-Based Architecture for Transient Servers in Fog Computing,10.1109/cahpc.2018.8645859,article,2018-09-01,2018,False,,ML,Edge,5,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3208817737,3MileBeach,10.1145/3472883.3486986,article,2021-10-27,2021,False,,Chaos,Unknown,7,https://dl.acm.org/doi/pdf/10.1145/3472883.3486986
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3084729459,Parallelization of $Top_{k}$ Algorithm Through a New Hybrid Recommendation System for Big Data in Spark Cloud Computing Framework,10.1109/jsyst.2020.3019368,article,2020-09-14,2020,False,,ML,GeneralCloud,50,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4293776900,Improving Fault Tolerance and Reliability of Heterogeneous Multi-Agent IoT Systems Using Intelligence Transfer,10.3390/electronics11172724,article,2022-08-30,2022,False,,Simulation,GeneralCloud,9,https://www.mdpi.com/2079-9292/11/17/2724/pdf?version=1661889475
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4379620210,Defektor: An Extensible Tool for Fault Injection Campaign Management in Microservice Systems,10.1145/3555776.3578809,article,2023-03-27,2023,False,,Chaos,Unknown,3,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3103003280,Identifying and Prioritizing Chaos Experiments by Using Established Risk Analysis Techniques,10.1109/issre5003.2020.00030,article,2020-10-01,2020,False,,Chaos,Unknown,12,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4386885130,Enabling Resilient Access Equality for 6G LEO Satellite Swarm Networks,10.1109/iotm.001.2200272,article,2023-09-01,2023,False,,ML,Serverless,16,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2166851328,Cloud Resource Provisioning to Extend the Capacity of Local Resources in the Presence of Failures,10.1109/hpcc.2012.49,article,2012-06-01,2012,False,,Simulation,GeneralCloud,24,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4380520221,Enhancing Fault Injection Testing of Service Systems via Fault-Tolerance Bottleneck,10.1109/tse.2023.3285357,article,2023-06-13,2023,False,,Chaos,Unknown,8,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2292998416,Restoration in Optical Cloud Networks With Relocation and Services Differentiation,10.1364/jocn.8.000100,article,2016-01-14,2016,False,,Simulation,GeneralCloud,29,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4406160655,A cognitive platform for collecting cyber threat intelligence and real-time detection using cloud computing,10.1016/j.dajour.2025.100545,article,2025-01-08,2025,False,,ML,GeneralCloud,20,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4283329737,A Fuzzy Approach to Fault Tolerant in Cloud using the Checkpoint Migration Technique,10.5815/ijisa.2022.03.02,article,2022-06-08,2022,False,,Simulation,GeneralCloud,7,http://www.mecs-press.org/ijisa/ijisa-v14-n3/IJISA-V14-N3-2.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2030942433,A fault tolerent approach in scientific workflow systems based on cloud computing,10.1109/icprime.2013.6496507,article,2013-02-01,2013,False,,Simulation,GeneralCloud,29,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2951854760,Fault-Tolerant Scheduling Algorithm for Periodic Real-Time Tasks in Clouds,10.1109/itoec.2018.8740731,article,2018-12-01,2018,False,,Simulation,GeneralCloud,3,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4213172926,Chaos as a Software Product Line—A platform for improving open hybrid‐cloud systems resiliency,10.1002/spe.3076,article,2022-02-15,2022,False,,Chaos,HybridCloud,7,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/spe.3076
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4403891853,Multi-agent Deep Reinforcement Learning for cloud-based digital twins in power grid management,10.1186/s13677-024-00713-w,article,2024-10-30,2024,False,,ML,GeneralCloud,11,https://link.springer.com/content/pdf/10.1186/s13677-024-00713-w.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2740795965,Performance Evaluation Of Massively Distributed Microservices Based Applications,10.7148/2017-0598,article,2017-05-26,2017,False,,Simulation,Unknown,15,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2766070792,Toward resilient networks with fog computing,10.1109/rndm.2017.8093032,article,2017-09-01,2017,False,,Simulation,Edge,18,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4381744387,A Fault-tolerant and Cost-efficient Workflow Scheduling Approach Based on Deep Reinforcement Learning for IT Operation and Maintenance,10.1109/cscwd57460.2023.10152783,article,2023-05-24,2023,False,,ML,GeneralCloud,7,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2913219747,Modeling of the Data Center Resource Management Using Reinforcement Learning,10.1109/infocommst.2018.8632064,article,2018-10-01,2018,False,,ML,GeneralCloud,11,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4414829777,Optimizing Enterprise API Development for Scalable Cloud Environments,10.63345/jqst.v1i3.118,article,2024-08-01,2024,False,,ML,Serverless,6,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4401877191,Softwarized and containerized microservices-based network management analysis with MSN,10.1016/j.comnet.2024.110750,article,2024-08-26,2024,False,,Analytics,GeneralCloud,5,https://cris.unibo.it/bitstream/11585/980785/1/1-s2.0-S1389128624005826-main.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4408124389,Optimizing Spot Instance Reliability and Security Using Cloud-Native Data and Tools,10.52783/jisem.v10i14s.2387,article,2025-02-10,2025,False,,ML,K8s,6,https://jisem-journal.com/index.php/journal/article/download/2387/902
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2795261125,Dependability Stress Testing of Cloud Infrastructures,10.1109/pdcat.2017.00078,article,2017-12-01,2017,False,,Chaos,GeneralCloud,1,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4412097060,AI-Augmented Cyber Resilience Frameworks for Predictive Threat Modeling Across Software-Defined Network Layers and Cloud-Native Infrastructures,10.7753/ijcatr1407.1005,article,2025-07-07,2025,False,,ML,K8s,1,https://doi.org/10.7753/ijcatr1407.1005
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2118925316,Using a New Event-Based Simulation Framework for Investigating Resource Provisioning in Clouds,10.1155/2011/267153,article,2011-01-01,2011,False,,Simulation,GeneralCloud,24,https://downloads.hindawi.com/journals/sp/2011/267153.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W7114987689,Cloud-Native Micro services Architecture,10.63282/3050-9246.ijetcsit-v2i4p110,article,2021-01-01,2021,False,,ML,K8s,1,https://ijetcsit.org/index.php/ijetcsit/article/download/492/441
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4403565323,AI-Enhanced Performance Optimization for Microservice-Based Systems,10.69987/jacs.2024.40901,article,2024-01-01,2024,False,,ML,K8s,5,https://scipublication.com/index.php/JACS/article/download/32/21
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4403127179,Predicting Cloud Workloads: Using Machine Learning with Amazon Infrastructure,10.1109/icait61638.2024.10690810,article,2024-07-24,2024,False,,ML,GeneralCloud,6,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3187436598,Potential of data centers for fast frequency response services in synchronously isolated power systems,10.1016/j.rser.2021.111547,article,2021-08-06,2021,False,,Simulation,GeneralCloud,31,https://www.sciencedirect.com/science/article/am/pii/S136403212100825X?via%3Dihub
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4388515955,Optimization of Maritime Communication Workflow Execution with a Task-Oriented Scheduling Framework in Cloud Computing,10.3390/jmse11112133,article,2023-11-08,2023,False,,Simulation,GeneralCloud,12,https://www.mdpi.com/2077-1312/11/11/2133/pdf?version=1699499956
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3041277328,Unequal‐interval based loosely coupled control method for auto‐scaling heterogeneous cloud resources for web applications,10.1002/cpe.5926,article,2020-07-08,2020,False,,Simulation,K8s,6,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cpe.5926
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4386838013,Enhancing Ransomware Attack Detection Using Transfer Learning and Deep Learning Ensemble Models on Cloud-Encrypted Data,10.3390/electronics12183899,article,2023-09-15,2023,False,,ML,GeneralCloud,65,https://www.mdpi.com/2079-9292/12/18/3899/pdf?version=1694769072
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3096653823,Microservice approach to the qualitative study of attractors of binary dynamic systems based on the Boolean constraint method,10.23919/mipro48935.2020.9245300,article,2020-09-28,2020,False,,Analytics,HybridCloud,6,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4413752690,Developing Scalable Compliance Architectures for Cross-Industry Regulatory Alignment,10.32628/ijsrssh242556,article,2024-12-12,2024,False,,ML,Unknown,14,https://ijsrhss.com/index.php/home/article/download/IJSRSSH242556/IJSRSSH242556
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W1977192020,Evaluation of a disaster recovery solution through fault injection experiments,10.1109/smc.2014.6974331,article,2014-10-01,2014,False,,Chaos,GeneralCloud,9,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4392174507,Enhancement of Cloud Computing Environment Using Machine Learning Algorithms MLCE,10.33103/uot.ijccce.23.4.1,article,2023-12-31,2023,False,,ML,GeneralCloud,3,https://ijccce.uotechnology.edu.iq/article_182181_834865040c161d1e2fb238e687584f1a.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2516304395,General Framework for Task Scheduling and Resource Provisioning in Cloud Computing Systems,10.1109/compsac.2016.121,article,2016-06-01,2016,False,,Simulation,GeneralCloud,11,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2007701011,A Tool for Automatic Dependability Test in Eucalyptus Cloud Computing Infrastructures,10.5539/cis.v6n3p57,article,2013-05-21,2013,False,,Chaos,GeneralCloud,5,https://ccsenet.org/journal/index.php/cis/article/download/26223/16715
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3094360729,Machine Learning based Malware Detection in Cloud Environment using Clustering Approach,10.1109/icccnt49239.2020.9225627,article,2020-07-01,2020,False,,ML,GeneralCloud,27,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4415954125,Proactive Threat Intelligence and Detection Model Using Cloud-Native Security Tools,10.62225/2583049x.2023.3.1.5140,article,2023-02-23,2023,False,,ML,MultiCloud,4,https://www.multiresearchjournal.com/admin/uploads/archives/archive-1762420442.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2809818500,Redundancy mechanisms applied in cloud computing infrastructures,10.23919/cisti.2018.8399255,article,2018-06-01,2018,False,,Analytics,GeneralCloud,9,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4407097767,Trustworthy-Based User Behavior Model: Integrity-Based Resilient Deep Learning Approach in Distributed Networks for Next-Generation Applications,10.1109/tcss.2025.3530772,article,2025-02-03,2025,False,,ML,Edge,8,
